family,sample_idx,category,defect_type,pred_label,true_label,native_del,native_ins,rise_del,rise_ins,native_iou,rise_iou
resnet18_cbam,0,zipper,rough,1,1,0.26520409727900107,0.8242561353873139,0.9742903460410883,0.9435622617721175,0.21175804472964047,0.08161284630315864
resnet18_cbam,1,tile,oil,1,1,0.27169781009744814,0.8994357719385018,0.9386028422883205,0.9739525506602742,0.6306280875088215,0.16506066204004194
resnet18_cbam,2,zipper,fabric_border,1,1,0.5669290724432722,0.8769943843072407,0.9704624481736895,0.9746206181708341,0.10166498486377397,0.09463011641006384
resnet18_cbam,3,capsule,crack,1,1,0.49220758703519146,0.7565933212103768,0.9915180042680731,0.9655986840708148,0.0072698803265853935,0.0012787723785166241
resnet18_cbam,4,leather,fold,1,1,0.3580636205800455,0.6467065284610416,0.5612427799255375,0.7284157324184573,0.19343820224719102,0.04317602533405422
resnet18_cbam,5,grid,broken,1,1,0.7602262119272023,0.9279393572952042,0.8926736371749939,0.9419577776653252,0.013058875608676405,0.0036656337389464138
resnet18_cbam,6,carpet,hole,1,1,0.05155883026209936,0.8650241302576644,0.7451850059612752,0.6735115211285485,0.06851153039832285,0.03868179362506753
resnet18_cbam,7,cable,combined,1,1,0.6893770643582061,0.9747441126792775,0.9753483959311211,0.9747590876696133,0.21439230641684628,0.029311940759024994
resnet18_cbam,8,pill,color,1,1,0.5197813611961647,0.9743186662317977,0.9816914027978783,0.9479198141280587,0.04043889921245907,0.0070097423537798294
resnet18_cbam,9,zipper,fabric_border,1,1,0.4950711332988581,0.9426907343177529,0.9753650628145465,0.9677176690393618,0.07754120476274268,0.018980873120163527
resnet18_cbam,10,zipper,broken_teeth,1,1,0.3227879907309543,0.731110546671454,0.9747473043682731,0.9740448050625357,0.05655579290001017,0.04358709256135387
resnet18_cbam,11,cable,poke_insulation,1,1,0.39842638264229774,0.9746707840905084,0.9844847308586395,0.9746626053502634,0.05016691394658754,0.010105757931844888
