family,run_dir,sample_idx,true_label,pred_label,deletion_auc,insertion_auc,stability,defect_corr
resnet18_cbam,outputs/run0_resnet18_cbam,11598,0,0,0.7991547990877734,0.8335599957699742,0.9999762177467346,0.0138824202353883
resnet18_cbam,outputs/run0_resnet18_cbam,8612,0,0,0.6690584261214099,0.7602289189289877,0.9999705910682678,0.0102165444842957
resnet18_cbam,outputs/run0_resnet18_cbam,32384,0,0,0.534439093694175,0.9104862667645648,0.999975883960724,0.0171291874009064
resnet18_cbam,outputs/run0_resnet18_cbam,22088,0,0,0.5227816563228771,0.6777448592783912,0.9999862551689148,0.0140282065398094
resnet18_cbam,outputs/run0_resnet18_cbam,1258,0,0,0.5153197527779412,0.4212763128208507,0.7999789595603943,0.0789736395736545
resnet18_cbam,outputs/run0_resnet18_cbam,3882,0,2,0.0453947036415928,0.0847391538026823,0.0,0.0
resnet18_cbam,outputs/run0_resnet18_cbam,26021,0,3,0.1995406084542992,0.8726332596388602,0.9954769730567932,0.168412259338169
resnet18_cbam,outputs/run0_resnet18_cbam,28706,0,0,0.8695697224084142,0.9494389265801146,0.9999950170516968,-0.0118892776433577
resnet18_cbam,outputs/run0_resnet18_cbam,12774,0,0,0.7818666253679112,0.9157291111387168,0.9999567031860352,-0.0100107284381201
resnet18_cbam,outputs/run0_resnet18_cbam,20577,0,0,0.7574390100162418,0.7419422406030662,0.9999945282936096,0.0432323231628054
resnet18_cbam,outputs/run0_resnet18_cbam,20069,0,0,0.7485842568385124,0.787791663041844,0.9999919533729552,0.0469285826574726
resnet18_cbam,outputs/run0_resnet18_cbam,22989,0,0,0.4822432279052009,0.7811538164660021,0.9999900579452514,-0.0041188992349167
resnet18_cbam,outputs/run0_resnet18_cbam,19017,0,0,0.3746758091201627,0.6393527365062255,0.9998665094375612,-0.0161267701066551
resnet18_cbam,outputs/run0_resnet18_cbam,31697,0,0,0.6639393536115676,0.9101990852996096,0.9999670147895812,-0.0274596311101401
resnet18_cbam,outputs/run0_resnet18_cbam,23363,0,0,0.5531504278103512,0.8909056562024489,0.999989366531372,-0.0178779606601026
resnet18_cbam,outputs/run0_resnet18_cbam,18777,0,0,0.6995835150028142,0.6232593353147422,0.9999695777893066,0.0372489316979708
resnet18_cbam,outputs/run0_resnet18_cbam,11832,0,0,0.763801411156237,0.5736903582073865,0.4,0.0219262636731864
resnet18_cbam,outputs/run0_resnet18_cbam,28618,0,0,0.6706056213893135,0.965573611892978,0.999945831298828,0.0186248719212752
resnet18_cbam,outputs/run0_resnet18_cbam,22858,0,0,0.4979578960856088,0.6426387725323366,0.9999950170516968,-0.0105942127188221
resnet18_cbam,outputs/run0_resnet18_cbam,511,0,0,0.3531894254039116,0.4959393227088071,0.9999907612800598,0.125312148230291
resnet18_cbam,outputs/run0_resnet18_cbam,29736,0,0,0.7304062466628238,0.7083962795059051,0.9999772429466248,-4.811738656881829e-05
resnet18_cbam,outputs/run0_resnet18_cbam,33474,0,0,0.8488489147475775,0.9063868218563584,0.9999910354614258,0.0053752254215159
resnet18_cbam,outputs/run0_resnet18_cbam,25573,1,1,0.1923819139245495,0.8241036761348823,0.5981474280357361,0.0812624486246649
resnet18_cbam,outputs/run0_resnet18_cbam,4312,1,1,0.9711161707741668,0.6434202848571244,0.9999877333641052,-0.2059538605460787
resnet18_cbam,outputs/run0_resnet18_cbam,24225,1,1,0.221468349391273,0.7763204965012847,0.3988520622253418,0.0785101469603145
resnet18_cbam,outputs/run0_resnet18_cbam,5114,1,1,0.9621604476628818,0.7717757701650498,0.5997854232788086,-0.0441309808077319
resnet18_cbam,outputs/run0_resnet18_cbam,107,1,3,0.7986089774876746,0.737293719788795,0.9774945855140686,-0.0201083564090361
resnet18_cbam,outputs/run0_resnet18_cbam,10443,1,3,0.9259896946223308,0.666778048228025,0.9622967958450316,-0.0445284306988758
resnet18_cbam,outputs/run0_resnet18_cbam,5117,1,1,0.9313432173580622,0.2265938888861001,0.599677586555481,0.0203519631466637
resnet18_cbam,outputs/run0_resnet18_cbam,27764,1,1,0.8211547725536548,0.1846178005111767,0.7989538788795472,-0.0283796376947106
resnet18_cbam,outputs/run0_resnet18_cbam,31588,1,1,0.6111261657773355,0.8232917444397572,0.5996277093887329,-0.0234130523784909
resnet18_cbam,outputs/run0_resnet18_cbam,5131,1,1,0.9411284470911596,0.8288350230534434,0.3970930099487305,-0.0118028664232941
resnet18_cbam,outputs/run0_resnet18_cbam,1761,1,1,0.811068535700997,0.1264332447429952,0.7997272610664368,-0.054851489684048
resnet18_cbam,outputs/run0_resnet18_cbam,34288,1,1,0.946918929657386,0.3013814047180858,0.9986440181732178,-0.1527820183667372
resnet18_cbam,outputs/run0_resnet18_cbam,26309,1,1,0.749470105108685,0.1701142354694411,0.5986176252365112,0.0252600831592027
resnet18_cbam,outputs/run0_resnet18_cbam,21752,1,1,0.9682671237310388,0.5169261967562306,0.9988766193389892,-0.035248616408426
resnet18_cbam,outputs/run0_resnet18_cbam,20801,1,1,0.1842649151502016,0.8091500846236386,0.799976396560669,0.3311987244074515
resnet18_cbam,outputs/run0_resnet18_cbam,17666,1,1,0.632305853978778,0.1460557971889784,0.0,0.0444693386130984
resnet18_cbam,outputs/run0_resnet18_cbam,16706,1,1,0.7603157639600795,0.4200062936224569,0.5999416828155517,0.0258655659033302
resnet18_cbam,outputs/run0_resnet18_cbam,6553,1,1,0.8615996499170251,0.9556605446482536,0.9985862731933594,0.0641648069572562
resnet18_cbam,outputs/run0_resnet18_cbam,18583,1,1,0.5868252960510745,0.4270694287198182,0.9991208553314208,-0.0339923864442482
resnet18_cbam,outputs/run0_resnet18_cbam,20787,1,1,0.1986510573223654,0.7404776137888263,0.1999911069869995,0.2198499119606549
resnet18_cbam,outputs/run0_resnet18_cbam,33870,1,0,0.1633296243419408,0.9217953861716524,0.6000000715255738,-0.0052945581443722
resnet18_cbam,outputs/run0_resnet18_cbam,19563,1,1,0.9680850793588434,0.1831247998745304,0.9999828100204468,-0.4327250313438956
resnet18_cbam,outputs/run0_resnet18_cbam,2399,2,2,0.8718253779534066,0.4991611768294106,0.7999999761581421,-0.0179718074705827
resnet18_cbam,outputs/run0_resnet18_cbam,4407,2,2,0.5590487196398115,0.7695494330908232,0.3999999403953552,0.0435567358662985
resnet18_cbam,outputs/run0_resnet18_cbam,2272,2,2,0.8890284390670686,0.6289372547683243,0.3999999523162841,-0.0219380987842361
resnet18_cbam,outputs/run0_resnet18_cbam,2489,2,2,0.7276793262828463,0.5916163886808832,1.0000000953674315,-0.0449262816284683
resnet18_cbam,outputs/run0_resnet18_cbam,1496,2,2,0.7724457546351076,0.4493880969590336,0.9999999284744264,-0.0487433632161647
resnet18_cbam,outputs/run0_resnet18_cbam,2232,2,2,0.8997325652310693,0.7384739152405828,0.7999999046325683,-0.0216549975642916
resnet18_cbam,outputs/run0_resnet18_cbam,2415,2,2,0.7365040062796169,0.7364535600860691,0.4,-0.0335500913595429
resnet18_cbam,outputs/run0_resnet18_cbam,2382,2,2,0.8763848415320652,0.5854040356974011,0.7999999046325683,-0.0188949284863487
resnet18_cbam,outputs/run0_resnet18_cbam,2510,2,2,0.7556322171437628,0.3912580367472742,1.0000001192092896,-0.0277051033046974
resnet18_cbam,outputs/run0_resnet18_cbam,19664,2,2,0.7805150121579274,0.4744696227560681,1.000000011920929,-0.024470668156232
resnet18_cbam,outputs/run0_resnet18_cbam,2740,2,2,0.8673330334148446,0.7470545367389505,0.7999999761581421,-0.0257734352244932
resnet18_cbam,outputs/run0_resnet18_cbam,4872,2,2,0.6969947546331596,0.5549762999754719,0.8,-0.0571227703712273
resnet18_cbam,outputs/run0_resnet18_cbam,4574,2,2,0.8187075649441695,0.7628359227576098,0.8000000715255737,-0.065541985067578
resnet18_cbam,outputs/run0_resnet18_cbam,4029,2,2,0.8703505146448052,0.6693556552132023,0.6000000715255738,0.0025536884406854
resnet18_cbam,outputs/run0_resnet18_cbam,18720,2,2,0.7493027510217658,0.667719464576102,1.0,0.0029888395846102
resnet18_cbam,outputs/run0_resnet18_cbam,1514,2,2,0.7696643142212878,0.5354051738352652,0.8000000238418579,-0.0193333282338006
resnet18_cbam,outputs/run0_resnet18_cbam,1550,2,2,0.727673402099164,0.5149996399626033,1.0,-0.0401042214919214
resnet18_cbam,outputs/run0_resnet18_cbam,4564,2,2,0.7499074265734649,0.7890096837024103,0.2,-0.0568770148492294
resnet18_cbam,outputs/run0_resnet18_cbam,4498,2,2,0.7720913952307811,0.7978728748962922,0.8,-0.0508183492065902
resnet18_cbam,outputs/run0_resnet18_cbam,1557,2,2,0.6751262955540831,0.4675882202748838,1.0000000238418578,-0.0657992035137844
resnet18_cbam,outputs/run0_resnet18_cbam,2195,2,2,0.7742467445342314,0.6851250218226497,0.9999999880790712,-0.0277179047061278
resnet18_cbam,outputs/run0_resnet18_cbam,2545,2,2,0.7830603821552202,0.5499594212340426,0.8000000953674317,-0.0311828528812995
resnet18_cbam,outputs/run0_resnet18_cbam,12693,3,3,0.0201485461978094,0.8004099502231838,0.770697832107544,0.1124305611671738
resnet18_cbam,outputs/run0_resnet18_cbam,4750,3,3,0.8296482498426485,0.1774666604751189,0.8614522397518158,-0.0457908991604966
resnet18_cbam,outputs/run0_resnet18_cbam,18268,3,1,0.3518182073175921,0.0455102758616305,0.3997214674949646,-0.1335524311355068
resnet18_cbam,outputs/run0_resnet18_cbam,18844,3,3,0.9193505837210978,0.4715231510974718,0.9974762201309204,-0.0746653791047262
resnet18_cbam,outputs/run0_resnet18_cbam,29937,3,1,0.0439070608562701,0.4259367549108859,0.2,0.2374337290454296
resnet18_cbam,outputs/run0_resnet18_cbam,1367,3,3,0.8755550846053666,0.8359647297602351,0.9999853849411012,0.0660506797993282
resnet18_cbam,outputs/run0_resnet18_cbam,26201,3,1,0.0763155304290776,0.2892530788332195,0.5999476194381714,0.1969994027644597
resnet18_cbam,outputs/run0_resnet18_cbam,7843,3,0,0.1726391360575689,0.3796573483068641,0.2,-0.02368058073562
resnet18_cbam,outputs/run0_resnet18_cbam,25933,3,1,0.2035555349662825,0.7730561390494586,0.1993715524673462,-0.0271206184470538
resnet18_cbam,outputs/run0_resnet18_cbam,7777,3,3,0.9500423602694354,0.4250011556105164,0.9999178647994996,-0.1443011449949075
