family,sample_idx,true_label,pred_label,deletion_auc,insertion_auc
resnet18_cbam,11598,0,0,0.6122051644842941,0.9719483799035515
resnet18_cbam,8612,0,0,0.19986789887587975,0.9479678147381492
resnet18_cbam,32384,0,0,0.25761443207181856,0.9714573378932982
resnet18_cbam,22088,0,0,0.23953274641645805,0.959885070731616
resnet18_cbam,1258,0,0,0.14744302925379316,0.9135646804843418
resnet18_cbam,3882,0,2,0.014038295659980922,0.8454447323622745
resnet18_cbam,26021,0,3,0.02677502485232708,0.9707511136894027
resnet18_cbam,28706,0,0,0.5220766906622885,0.9721715451942146
resnet18_cbam,12774,0,0,0.6740627658009544,0.9718492927986517
resnet18_cbam,20577,0,0,0.6251316978617751,0.9718220381673746
resnet18_cbam,20069,0,0,0.3411239600436602,0.9722412031751446
resnet18_cbam,22989,0,0,0.24480694996890406,0.9211703123837651
resnet18_cbam,19017,0,0,0.16068259167494148,0.9672261981377233
resnet18_cbam,31697,0,0,0.32953706031281627,0.9695543807083595
resnet18_cbam,23363,0,0,0.23140866433645613,0.9542290297013096
resnet18_cbam,18777,0,0,0.14643558675743407,0.859597156187192
resnet18_cbam,11832,0,0,0.0719291948882983,0.9608222266160737
resnet18_cbam,28618,0,0,0.38982021630349095,0.9720727208095923
resnet18_cbam,22858,0,0,0.24753840714654984,0.8889332063499751
resnet18_cbam,511,0,0,0.21181674503168324,0.8986952977738838
resnet18_cbam,29736,0,0,0.2943803469599402,0.9231546988467016
resnet18_cbam,33474,0,0,0.6388680556872259,0.9716983993330359
resnet18_cbam,25573,1,1,0.02459873343021224,0.9683526918738607
resnet18_cbam,4312,1,1,0.05251763537747589,0.9713648852407459
resnet18_cbam,24225,1,1,0.026680251316459902,0.970573396617965
resnet18_cbam,5114,1,1,0.026044039117051554,0.9696834353885606
resnet18_cbam,107,1,3,0.021523635374244066,0.9686063855715474
resnet18_cbam,10443,1,3,0.04613043989890642,0.9416912185788533
resnet18_cbam,5117,1,1,0.031240457867383498,0.9709868589629878
resnet18_cbam,27764,1,1,0.026895449787886605,0.9676362581299145
resnet18_cbam,31588,1,1,0.026194998347442322,0.9688969636840739
resnet18_cbam,5131,1,1,0.04951502001934216,0.9707749223666724
resnet18_cbam,1761,1,1,0.025072661203284774,0.9617907111746717
resnet18_cbam,34288,1,1,0.04882777292218066,0.9709919679075938
resnet18_cbam,26309,1,1,0.0231603600398671,0.9527786145258688
resnet18_cbam,21752,1,1,0.041585017176117844,0.9698763448027421
resnet18_cbam,20801,1,1,0.024915788495736058,0.9712482240788631
resnet18_cbam,17666,1,1,0.04729034761261275,0.9276666719447348
resnet18_cbam,16706,1,1,0.026573438961211338,0.9700422682431054
resnet18_cbam,6553,1,1,0.05289607962185272,0.9684078675850287
resnet18_cbam,18583,1,1,0.025927202421932805,0.9713205834773362
resnet18_cbam,20787,1,1,0.02458983554361538,0.971222658575698
resnet18_cbam,33870,1,0,0.11168140569719753,0.8527449424509541
resnet18_cbam,19563,1,1,0.06668698755035685,0.9713723423406009
resnet18_cbam,2399,2,2,0.14133720155689078,0.9250914724800978
resnet18_cbam,4407,2,2,0.10884509453918945,0.9709152212128984
resnet18_cbam,2272,2,2,0.17582337620172694,0.9231958985513202
resnet18_cbam,2489,2,2,0.12801578532286115,0.9200170722392969
resnet18_cbam,1496,2,2,0.10426652557413263,0.8878362503838062
resnet18_cbam,2232,2,2,0.18839285318710888,0.936530996881892
resnet18_cbam,2415,2,2,0.12465585865807435,0.961740061360878
resnet18_cbam,2382,2,2,0.16959531990374543,0.9261485824356797
resnet18_cbam,2510,2,2,0.11963129145929985,0.9202262173051068
resnet18_cbam,19664,2,2,0.0792440571013221,0.8727574401391749
resnet18_cbam,2740,2,2,0.1434803528727504,0.9446682186792614
resnet18_cbam,4872,2,2,0.08328220211774381,0.8838030367635739
resnet18_cbam,4574,2,2,0.07818459040771586,0.9608856623638431
resnet18_cbam,4029,2,2,0.14169353774106241,0.919879621677218
resnet18_cbam,18720,2,2,0.11358341043580886,0.9181716111018332
resnet18_cbam,1514,2,2,0.1323733683947218,0.8822869333717946
resnet18_cbam,1550,2,2,0.12588408867988532,0.9205067510242841
resnet18_cbam,4564,2,2,0.13837356937622047,0.9221576060283851
resnet18_cbam,4498,2,2,0.11747854648942735,0.9214269377992323
resnet18_cbam,1557,2,2,0.07559045676456444,0.8663948035963145
resnet18_cbam,2195,2,2,0.12798652290707252,0.8510925769976794
resnet18_cbam,2545,2,2,0.15262380952188587,0.9292554293172444
resnet18_cbam,12693,3,3,0.03713848340135684,0.9406565712070005
resnet18_cbam,4750,3,3,0.029600911300093458,0.9716594326837367
resnet18_cbam,18268,3,1,0.019954216051338847,0.9372623682934318
resnet18_cbam,18844,3,3,0.03873375615227914,0.9706772610898042
resnet18_cbam,29937,3,1,0.013829241501397416,0.9609959244476158
resnet18_cbam,1367,3,3,0.21647137419677165,0.972119494481376
resnet18_cbam,26201,3,1,0.017318842303130126,0.9689289146258488
resnet18_cbam,7843,3,0,0.057085534494490275,0.9682941530973039
resnet18_cbam,25933,3,1,0.024211914160531478,0.9501573786178596
resnet18_cbam,7777,3,3,0.1577634480836423,0.9722334512571251
resnet18_cbam,3199,3,3,0.031879752931843086,0.9720614303314505
resnet18_cbam,1633,3,3,0.05440940612641043,0.972170855553486
resnet18_cbam,5569,3,4,0.02044416885285094,0.9588405597605458
resnet18_cbam,32022,3,3,0.4533850540065032,0.9721042878754815
resnet18_cbam,4352,3,3,0.09547577881159386,0.9224668545388113
resnet18_cbam,5398,3,3,0.08559569801512623,0.9715976236566348
resnet18_cbam,1836,3,3,0.21250561012311664,0.971994984365665
resnet18_cbam,6819,3,3,0.05799245014554799,0.9687751662804658
resnet18_cbam,30428,3,3,0.027915457566990654,0.9711009962429671
resnet18_cbam,11121,3,3,0.06128586019844562,0.9718353394946462
resnet18_cbam,34333,3,3,0.15967875977776202,0.9663710397380783
resnet18_cbam,11558,3,3,0.06718297135357432,0.9713192885919852
resnet18_cbam,15095,4,4,0.024967212367506875,0.9703918078157301
resnet18_cbam,5482,4,4,0.02534195376484405,0.9711957808467275
resnet18_cbam,27612,4,4,0.024909976755795427,0.9711841350653856
resnet18_cbam,9711,4,4,0.014024082064892696,0.9438622652087076
resnet18_cbam,2485,4,4,0.024027019339814215,0.9696601778559568
resnet18_cbam,25055,4,4,0.022198212051737443,0.9388768154603611
resnet18_cbam,25226,4,0,0.04345255038413143,0.9710694143341243
resnet18_cbam,2517,4,4,0.025056175486980692,0.971178263192968
resnet18_cbam,3986,4,4,0.024905938595409724,0.9711875949578541
resnet18_cbam,5449,4,3,0.07028171587194265,0.971597838879461
resnet18_cbam,25650,4,4,0.02325796063089758,0.9634516034275009
resnet18_cbam,5353,4,4,0.02511091615973271,0.9711958847474023
resnet18_cbam,13786,4,4,0.015794154527588145,0.9593756155809103
resnet18_cbam,4322,4,4,0.024559205673603035,0.9680422736564367
resnet18_cbam,25639,4,0,0.06349950321788356,0.8727267920930899
resnet18_cbam,25205,4,4,0.024968517164044357,0.9707944244146063
resnet18_cbam,1831,4,4,0.02491874215148504,0.9711958847474023
resnet18_cbam,3536,4,4,0.025216063342909795,0.9711878368979967
resnet18_cbam,2096,4,4,0.0251966090411182,0.9711558622074961
resnet18_cbam,5469,4,4,0.02517088022383618,0.9711958847474023
resnet18_cbam,5050,4,4,0.02522394985334875,0.9711958847474023
resnet18_cbam,25655,4,4,0.024845568213090807,0.9709465973428166
resnet18_cbam,25122,5,5,0.04738005717592131,0.9931767281668726
resnet18_cbam,25439,5,5,0.12111511911188844,0.9178606630739523
resnet18_cbam,12884,5,5,0.0642606490485842,0.9924176224158145
resnet18_cbam,29842,5,0,0.07277273259902017,0.9633964207514509
resnet18_cbam,4418,5,5,0.047294786925668575,0.9927323123265523
resnet18_cbam,3147,5,5,0.04736817070173771,0.970562936301576
resnet18_cbam,10773,5,5,0.014203297995244668,0.8604985227203485
resnet18_cbam,12766,5,3,0.026888531416943806,0.9677209603487427
resnet18_cbam,30524,5,5,0.04485112388251977,0.9379627773064385
resnet18_cbam,1993,5,5,0.1508535546894052,0.993209793814458
resnet18_cbam,1632,5,5,0.10360885957379651,0.9672668165294454
resnet18_cbam,2903,5,5,0.05452997633665291,0.9931304790079594
resnet18_cbam,4288,5,5,0.13835973028722037,0.9933547901746351
resnet18_cbam,26488,5,5,0.0473746972833915,0.9930505957163405
resnet18_cbam,2127,5,5,0.027221483872672536,0.9917286451673135
resnet18_cbam,31012,5,5,0.06360816626295218,0.9931787646200974
resnet18_cbam,26627,5,5,0.047432832584007656,0.9444857056150795
resnet18_cbam,19032,5,1,0.022804313864146053,0.9615330493757028
resnet18_cbam,1301,5,5,0.02711935354961925,0.983071888826089
resnet18_cbam,21284,5,5,0.0445783831841311,0.9910991258220747
resnet18_cbam,2304,5,5,0.11735384555595374,0.9931695441773627
resnet18_cbam,32350,5,5,0.026337010929837312,0.9346572528302204
resnet18_cbam,4090,6,6,0.024904046861682183,0.504712223285221
resnet18_cbam,1458,6,6,0.07472307105496986,0.692551534855897
resnet18_cbam,9806,6,6,0.026541892837603664,0.6099369302780584
resnet18_cbam,5362,6,6,0.037680992517616474,0.7386443432417218
resnet18_cbam,20186,6,6,0.18254576269072942,0.7729307615145871
resnet18_cbam,13709,6,6,0.056956842249986234,0.6089176740291596
resnet18_cbam,4101,6,1,0.019232520512073137,0.9707376665533047
resnet18_cbam,25601,6,6,0.05580332047880074,0.47320633374503257
resnet18_cbam,4094,6,6,0.07591138408692077,0.7717202064295066
resnet18_cbam,25595,6,6,0.017654820421019818,0.05849341099157143
resnet18_cbam,4100,6,6,0.024942349343932912,0.6596016544776835
resnet18_cbam,6861,6,6,0.07358091799873859,0.5162945487414792
resnet18_cbam,4593,6,6,0.027421621315630862,0.3774597766474752
resnet18_cbam,9904,6,6,0.015056727463491626,0.6524445440240321
resnet18_cbam,9906,6,4,0.024074672685718834,0.9711223675985536
resnet18_cbam,18601,6,6,0.07503130647327495,0.5268308064685927
resnet18_cbam,4584,6,6,0.07570701238285804,0.6853651360815576
resnet18_cbam,9143,6,6,0.12472865763476182,0.7533527518439733
resnet18_cbam,7916,6,6,0.07214160605391018,0.7747523612908118
resnet18_cbam,16545,6,6,0.02372482290881266,0.5596609937013
resnet18_cbam,3044,6,6,0.12990882727117584,0.61326299681037
resnet18_cbam,2299,6,6,0.0761586193853594,0.566789300045274
resnet18_cbam,4121,7,7,0.024915373680351238,0.9710076314423617
resnet18_cbam,4150,7,7,0.024922422221436633,0.9214238437634634
resnet18_cbam,10215,7,3,0.13028841872792896,0.969903643383077
resnet18_cbam,4160,7,7,0.024910800422515922,0.9213365170911277
resnet18_cbam,4109,7,7,0.024928531946538823,0.9213853888520296
resnet18_cbam,10845,7,7,0.02352925537190309,0.9238660427309782
resnet18_cbam,4113,7,7,0.02490348934640932,0.9214456684712644
resnet18_cbam,4174,7,7,0.0248988706824681,0.9217516656236597
resnet18_cbam,4951,7,7,0.024811659735932908,0.9092566626387821
resnet18_cbam,4139,7,7,0.02491874903151882,0.9711880772284616
resnet18_cbam,4136,7,7,0.024903558343069235,0.9214317344891896
resnet18_cbam,4114,7,7,0.07480837072289226,0.921378962760043
resnet18_cbam,4087,7,7,0.024913515367386507,0.9709801304180559
resnet18_cbam,4110,7,7,0.024902679150048235,0.9401742186074529
resnet18_cbam,1627,7,7,0.024848974905187546,0.9708252649780746
resnet18_cbam,10935,7,7,0.02268030732642151,0.9345073258938186
resnet18_cbam,4606,7,7,0.02490216135460359,0.9215661451013233
resnet18_cbam,4164,7,7,0.07472297262833179,0.9711363050065387
resnet18_cbam,26687,7,7,0.014560123277542303,0.8492070823613105
resnet18_cbam,4169,7,7,0.03242178193822044,0.9710784560794394
resnet18_cbam,4605,7,7,0.024904527947131223,0.9282900134186178
resnet18_cbam,10918,7,7,0.024921471785938842,0.9452541942210786
resnet18_cbam,20030,8,6,0.11866865754601143,0.6521208911785179
resnet18_cbam,29752,8,8,0.15180599400801673,0.6226641812053088
resnet18_cbam,25340,8,8,0.02491861140287862,0.2180978779000345
resnet18_cbam,994,8,6,0.1748419958948857,0.41861697522898
resnet18_cbam,25590,8,8,0.02570707379930382,0.4014590648266311
resnet18_cbam,19770,8,8,0.12452654937948998,0.5179916017315964
resnet18_cbam,3534,8,8,0.12463178993956338,0.5180792998356698
resnet18_cbam,19860,8,6,0.10706097346974214,0.6009307407561337
resnet18_cbam,25599,8,8,0.07469529533635734,0.5223716521396253
resnet18_cbam,19849,8,8,0.02492065547651374,0.43445250051950407
resnet18_cbam,25604,8,8,0.024902880973144335,0.29374064287785734
resnet18_cbam,3628,8,8,0.02490254482777616,0.4070840829648067
resnet18_cbam,24624,8,8,0.02488224717988994,0.13063605792038702
resnet18_cbam,19741,8,8,0.13918384603607967,0.5998119177991476
resnet18_cbam,19783,8,8,0.12653253662585526,0.41975032500573095
