family,sample_idx,category,defect_type,pred_label,true_label,native_del,native_ins,rise_del,rise_ins,native_iou,rise_iou
resnet18_cbam,0,pill,combined,1,1,0.4940227357063523,0.974583478645459,0.9973364181787474,0.9746161667908975,0.04689984101748808,0.25467059980334317
resnet18_cbam,1,tile,glue_strip,1,1,0.1887257780136038,0.9269835396544888,0.9729849029008304,0.9701297449001369,0.3242411812961444,0.07521447097160337
resnet18_cbam,2,zipper,fabric_border,1,1,0.46948201947664414,0.8777665052679449,0.9664523419468057,0.9747007102351428,0.1084708297150075,0.03698704878959309
resnet18_cbam,3,capsule,crack,1,1,0.44514710124818374,0.5605361761211991,0.9891828770942084,0.9743670533872002,0.03231785011004286,0.008569848875783265
resnet18_cbam,4,capsule,crack,1,1,0.49220758703519146,0.7565933212103768,0.9947106462859665,0.9747006536245546,0.0072698803265853935,0.0019462243248098688
resnet18_cbam,5,pill,faulty_imprint,1,1,0.4246891148875134,0.9741340680421355,0.9302828360196145,0.9734570381816094,0.12183171582022048,0.507081038552321
resnet18_cbam,6,zipper,fabric_border,1,1,0.1553989852883623,0.8287575810405226,0.8227460166453351,0.9529347465114053,0.060328369606720125,0.05502350687793836
resnet18_cbam,7,carpet,thread,1,1,0.12090418814574211,0.6178596878198104,0.7682551679607041,0.7713483227770463,0.009703947368421053,0.001332859427759019
resnet18_cbam,8,metal_nut,bent,1,1,0.029603370148828998,0.9259625714203732,0.9193824062697699,0.9737991657612521,0.1360038962620236,0.11493775933609958
resnet18_cbam,9,carpet,color,1,1,0.061699600566621736,0.8736922135825707,0.698239095098609,0.8553508849282163,0.039253148067737734,0.012775380422439246
resnet18_cbam,10,hazelnut,print,1,1,0.23455469343941707,0.9746114204400012,0.7881288953929015,0.9693711659975317,0.18575087752585143,0.36521905490721257
resnet18_cbam,11,toothbrush,defective,0,1,0.8107541021693798,0.5395027212588694,0.1356181247379719,0.5526057017814878,0.019949676491732567,0.01782328403488813
resnet18_cbam,12,hazelnut,crack,1,1,0.22909140829609465,0.9715916939740648,0.9994801300563267,0.9661811980850554,0.26431430965459457,0.3046611123620806
resnet18_cbam,13,leather,glue,1,1,0.15699283984264087,0.7988162562140697,0.9703794393095339,0.9700510174489547,0.02965172383542416,0.10836806668804104
resnet18_cbam,14,cable,cut_outer_insulation,1,1,0.622135018252207,0.9736950827255579,0.97396401012222,0.9747122558156345,0.031419169939496866,0.0582053354890865
resnet18_cbam,15,zipper,broken_teeth,1,1,0.607858665814821,0.8952428124003997,0.9692557346550476,0.9738111761444681,0.0722387681389012,0.21310667652131066
resnet18_cbam,16,leather,glue,1,1,0.43914138985699397,0.9746905590628241,0.8999676546244549,0.9746680429462369,0.014267539076699382,0.11611570247933885
resnet18_cbam,17,carpet,thread,1,1,0.20179778520902314,0.7631516877580384,0.948302230696541,0.9376439108064598,0.05888143176733781,0.03611738148984198
resnet18_cbam,18,leather,cut,1,1,0.11349978261642787,0.8772405094561824,0.9373235350994946,0.9222165112392757,0.04695586713089301,0.21612200435729848
resnet18_cbam,19,metal_nut,flip,1,1,0.6365234023402785,0.9731544992801584,0.6963145671580983,0.9735945721159307,0.5136307918607502,0.25619715464750525
resnet18_cbam,20,leather,glue,1,1,0.36722696499902374,0.9747619271375381,0.9345068857159873,0.9747614444577859,0.023416932243314398,0.18900602409638553
resnet18_cbam,21,leather,glue,1,1,0.30493635004519687,0.9704165698941007,0.9875097764852399,0.9726883647172737,0.08052684228076025,0.4584398976982097
resnet18_cbam,22,wood,combined,1,1,0.7655595662238256,0.9743379734218844,0.9902746882653446,0.9700761346730953,0.12101177059854745,0.3259770889487871
resnet18_cbam,23,cable,cut_inner_insulation,1,1,0.7685279934919933,0.9355229593648484,0.9731401997053126,0.9746777129285558,0.16150651312063433,0.05451575580208262
