family,run_dir,sample_idx,true_label,pred_label,deletion_auc,insertion_auc,stability,defect_corr
swin_tiny,outputs/swin_tiny_seed7,11598,0,0,0.7602115488698473,0.5923242530952848,0.9177324295043945,0.05198912581593687
swin_tiny,outputs/swin_tiny_seed7,8612,0,0,0.6724816033383831,0.548790326618473,0.7850418210029602,0.017841002243004233
swin_tiny,outputs/swin_tiny_seed7,32384,0,0,0.5588082044341718,0.4337799818684971,0.9155193209648133,0.03973001551995401
swin_tiny,outputs/swin_tiny_seed7,22088,0,0,0.3127453283044588,0.4812760741246507,0.9594516277313232,0.038571447148686815
swin_tiny,outputs/swin_tiny_seed7,1258,0,0,0.5484043375136025,0.41317931681328446,0.9480825543403626,0.05973467181513333
swin_tiny,outputs/swin_tiny_seed7,3882,0,0,0.42499980620050337,0.5780769468252345,0.7303719341754913,0.028847197658154283
swin_tiny,outputs/swin_tiny_seed7,26021,0,3,0.6225857467998139,0.15880965913675027,0.9546358227729798,-0.15936449105893497
swin_tiny,outputs/swin_tiny_seed7,28706,0,0,0.66361761942062,0.5188463570286785,0.9636729598045349,0.062437038109354914
swin_tiny,outputs/swin_tiny_seed7,12774,0,0,0.6689909071028524,0.46476537550233843,0.8750365614891052,0.016545404832433247
swin_tiny,outputs/swin_tiny_seed7,20577,0,0,0.5059496893029518,0.4871969873041735,0.9639572858810425,-0.0014638596394122246
swin_tiny,outputs/swin_tiny_seed7,20069,0,0,0.6636701131028531,0.5835596941915355,0.9293895125389099,0.03279116368134272
swin_tiny,outputs/swin_tiny_seed7,22989,0,0,0.43723028951717424,0.5887803421810531,0.9073089361190796,0.03827858921966857
swin_tiny,outputs/swin_tiny_seed7,19017,0,0,0.6245150606173411,0.5118523869518867,0.7711640954017639,0.08347095051617298
swin_tiny,outputs/swin_tiny_seed7,31697,0,0,0.5989941040315898,0.4457415611302622,0.9703259229660034,0.05298524978765095
swin_tiny,outputs/swin_tiny_seed7,23363,0,0,0.5319462643424231,0.47205838732929806,0.8916231036186218,0.021103325601638398
swin_tiny,outputs/swin_tiny_seed7,18777,0,0,0.569799407571054,0.3157042432317212,0.8161069393157959,0.03063330656474823
swin_tiny,outputs/swin_tiny_seed7,11832,0,0,0.5510906322670053,0.6114276844091364,0.41438229084014894,-0.00871356510800617
swin_tiny,outputs/swin_tiny_seed7,28618,0,0,0.7075109510406037,0.5277767096940806,0.7409726798534393,0.015621545807659964
swin_tiny,outputs/swin_tiny_seed7,22858,0,0,0.4970854689299813,0.4182820135969223,0.9567925810813904,0.053840803611207765
swin_tiny,outputs/swin_tiny_seed7,511,0,0,0.33272167890481796,0.3987601527842344,0.7992011189460755,0.06100256006945063
swin_tiny,outputs/swin_tiny_seed7,29736,0,0,0.6204319244970975,0.5268594484696223,0.8367682218551635,0.017426934418991423
swin_tiny,outputs/swin_tiny_seed7,33474,0,0,0.6975155732870917,0.5236641723731736,0.9203409194946289,0.0430627533255523
swin_tiny,outputs/swin_tiny_seed7,25573,1,0,0.5493264913930034,0.24986725172595925,0.967012083530426,0.03469674490297236
swin_tiny,outputs/swin_tiny_seed7,4312,1,1,0.3181085251196505,0.9633618181892274,0.9983888864517212,0.3900725785588044
